history_id,started_at,ended_at,from_parking_lot,to_parking_lot,car,passengers_count,distance,user_id
202208_135,2022/8/18 21:40,2022/8/18 22:44,NAIST,NAIST,iMiev02,2,10.640106844094872,97
202208_136,2022/8/18 23:01,2022/8/19 0:36,NAIST,NAIST,iMiev02,1,11.364180248200798,131
202208_137,2022/8/19 1:02,2022/8/19 2:18,NAIST,NAIST,iMiev02,2,4.190421720662825,105
202208_138,2022/8/19 6:26,2022/8/19 11:25,NAIST,STATION,iMiev02,1,2.666873149715262,69
202208_139,2022/8/19 12:01,2022/8/19 12:58,STATION,NAIST,iMiev02,1,2.7709181256253963,69
202208_140,2022/8/19 13:22,2022/8/19 18:59,NAIST,STATION,iMiev02,2,22.546438491390848,133
202208_141,2022/8/19 19:00,2022/8/19 20:37,STATION,NAIST,iMiev02,2,13.877780506310485,132
202208_142,2022/8/19 22:40,2022/8/20 4:11,NAIST,NAIST,iMiev02,1,4.142657161176836,109
202208_143,2022/8/20 0:13,2022/8/20 0:46,NAIST,NAIST,LEAF (STAFF ONLY),1,5.204602303,118
202208_144,2022/8/20 5:00,2022/8/20 8:11,NAIST,NAIST,iMiev02,1,5.668844252767752,131
202208_145,2022/8/20 8:20,2022/8/20 12:02,NAIST,NAIST,iMiev02,1,13.985726508750224,131
202208_146,2022/8/20 12:31,2022/8/20 16:03,NAIST,NAIST,iMiev02,2,3.2269589337951667,69
202208_147,2022/8/20 16:36,2022/8/20 20:20,NAIST,NAIST,iMiev02,1,5.288905648213445,78
202208_148,2022/8/20 20:43,2022/8/20 23:20,NAIST,NAIST,iMiev02,1,13.473779751669223,129
202208_149,2022/8/21 0:02,2022/8/21 0:11,NAIST,NAIST,iMiev02,0,-,91
202208_150,2022/8/21 0:41,2022/8/21 2:47,NAIST,NAIST,iMiev02,1,5.601287623343872,90
202208_151,2022/8/21 3:29,2022/8/21 21:56,NAIST,NAIST,iMiev02,1,12.941037758184516,90
202208_152,2022/8/21 13:20,2022/8/21 14:52,NAIST,NAIST,LEAF (STAFF ONLY),1,4.5678502568936645,111
202208_153,2022/8/21 22:04,2022/8/21 22:55,NAIST,NAIST,iMiev02,1,5.401314687992108,109
202208_154,2022/8/22 3:10,2022/8/22 8:54,NAIST,NAIST,iMiev02,2,-,78
202208_155,2022/8/22 9:22,2022/8/22 10:11,NAIST,NAIST,iMiev02,1,3.4183806839642283,105
202208_156,2022/8/22 10:04,2022/8/22 10:45,NAIST,NAIST,LEAF (STAFF ONLY),2,3.3438592548921857,8
202208_157,2022/8/22 11:37,2022/8/22 13:53,NAIST,NAIST,LEAF (STAFF ONLY),2,14.11412502119335,38
202208_158,2022/8/22 12:04,2022/8/22 19:17,NAIST,NAIST,iMiev02,1,2.756008757415705,108
202208_159,2022/8/22 14:23,2022/8/22 15:03,NAIST,NAIST,LEAF (STAFF ONLY),2,3.735283333556914,8
202208_160,2022/8/22 18:23,2022/8/22 19:33,NAIST,NAIST,LEAF (STAFF ONLY),1,6.542691770449023,118
202208_161,2022/8/22 19:34,2022/8/22 23:10,NAIST,NAIST,iMiev02,2,-,78
202208_162,2022/8/22 23:21,2022/8/23 6:20,NAIST,NAIST,iMiev02,2,9.839427319409202,67
202208_163,2022/8/23 6:46,2022/8/23 14:36,NAIST,NAIST,iMiev02,2,5.236950982,105
202208_164,2022/8/23 13:42,2022/8/23 14:46,NAIST,NAIST,LEAF (STAFF ONLY),2,6.375769145396858,117
202208_165,2022/8/23 14:47,2022/8/23 21:58,NAIST,NAIST,iMiev02,4,19.79343849855779,105
202208_166,2022/8/23 17:07,2022/8/23 19:12,NAIST,NAIST,LEAF (STAFF ONLY),2,8.623493250696326,117
202208_167,2022/8/23 22:15,2022/8/23 23:17,NAIST,NAIST,iMiev02,1,10.259728861389947,125
202208_168,2022/8/23 23:34,2022/8/24 13:11,NAIST,NAIST,iMiev02,1,-,90
202208_169,2022/8/24 3:07,2022/8/24 3:40,NAIST,NAIST,LEAF (STAFF ONLY),1,5.356437309579302,118
202208_170,2022/8/24 8:36,2022/8/24 9:47,NAIST,NAIST,LEAF (STAFF ONLY),3,9.054520639,38
202208_171,2022/8/24 14:01,2022/8/24 15:39,NAIST,NAIST,iMiev02,1,17.959211151884045,140
202208_172,2022/8/24 16:01,2022/8/24 19:43,NAIST,NAIST,iMiev02,4,27.989473520630654,132
202208_173,2022/8/24 19:40,2022/8/24 20:51,NAIST,NAIST,LEAF (STAFF ONLY),1,14.827678258795231,9
202208_174,2022/8/24 20:01,2022/8/24 23:09,NAIST,NAIST,iMiev02,2,12.506444170489816,78
202208_175,2022/8/24 23:21,2022/8/25 1:42,NAIST,NAIST,iMiev02,1,3.5405776934244755,116
202208_176,2022/8/25 2:00,2022/8/25 2:56,NAIST,NAIST,iMiev02,2,22.302221698695114,139
202208_177,2022/8/25 3:50,2022/8/25 6:14,NAIST,NAIST,LEAF (STAFF ONLY),1,4.837521467617821,118
202208_178,2022/8/25 5:22,2022/8/25 13:51,NAIST,NAIST,iMiev02,1,-,105
202208_179,2022/8/25 14:01,2022/8/25 20:45,NAIST,NAIST,iMiev02,3,13.839779733746253,105
202208_180,2022/8/25 21:23,2022/8/26 0:32,NAIST,NAIST,iMiev02,3,8.537433758293046,105
202208_181,2022/8/26 0:01,2022/8/26 0:32,NAIST,NAIST,LEAF (STAFF ONLY),1,4.929971670392617,118
202208_182,2022/8/26 0:42,2022/8/26 9:55,NAIST,NAIST,iMiev02,4,4.281084923116298,78
202208_183,2022/8/26 10:10,2022/8/26 12:26,NAIST,NAIST,iMiev02,1,-,78
202208_184,2022/8/26 11:32,2022/8/26 15:58,NAIST,NAIST,LEAF (STAFF ONLY),5,4.6100821600674475,38
202208_185,2022/8/26 12:41,2022/8/26 13:59,NAIST,NAIST,iMiev02,1,13.209610397404505,107
202208_186,2022/8/26 14:22,2022/8/26 21:51,NAIST,NAIST,iMiev02,4,17.773207978625365,105
202208_187,2022/8/26 17:21,2022/8/26 18:09,NAIST,NAIST,LEAF (STAFF ONLY),1,5.4330039711416624,118
202208_188,2022/8/26 22:03,2022/8/27 15:49,NAIST,NAIST,iMiev02,1,11.294562483653225,90
202208_189,2022/8/27 10:09,2022/8/27 12:47,NAIST,NAIST,LEAF (STAFF ONLY),5,13.138431056162384,8
202208_190,2022/8/27 16:00,2022/8/27 23:37,NAIST,NAIST,iMiev02,1,-,123
202208_191,2022/8/27 16:09,2022/8/27 16:45,NAIST,STATION,LEAF (STAFF ONLY),4,2.8311083408809683,38
202208_192,2022/8/27 19:05,2022/8/27 19:49,STATION,NAIST,LEAF (STAFF ONLY),1,4.152326434991476,118
202208_193,2022/8/27 23:41,2022/8/28 1:07,NAIST,NAIST,iMiev02,1,4.200120293175499,109
202208_194,2022/8/28 2:02,2022/8/28 20:49,NAIST,NAIST,iMiev02,1,20.11466324005921,90
202208_195,2022/8/28 21:01,2022/8/28 21:02,NAIST,NAIST,iMiev02,1,-,90
202208_196,2022/8/29 0:20,2022/8/29 2:50,NAIST,NAIST,iMiev02,1,10.212275714538457,129
202208_197,2022/8/29 3:22,2022/8/29 3:44,NAIST,NAIST,LEAF (STAFF ONLY),1,13.464760752832436,118
202208_198,2022/8/29 5:20,2022/8/29 5:21,NAIST,NAIST,iMiev02,0,-,105
202208_199,2022/8/29 9:01,2022/8/29 9:35,NAIST,NAIST,iMiev02,1,2.6889302579361787,105
202208_200,2022/8/29 9:49,2022/8/29 18:32,NAIST,NAIST,iMiev02,2,11.851666529555471,108
202208_201,2022/8/29 15:46,2022/8/29 17:45,NAIST,NAIST,LEAF (STAFF ONLY),1,31.833199921069866,2
202208_202,2022/8/29 18:44,2022/8/29 21:51,NAIST,NAIST,iMiev02,3,10.763200199591651,67
202208_203,2022/8/29 19:41,2022/8/29 20:50,NAIST,NAIST,LEAF (STAFF ONLY),3,7.260012051438451,85
202208_204,2022/8/29 22:12,2022/8/30 0:55,NAIST,NAIST,iMiev02,1,3.4681048944192994,116
202208_205,2022/8/30 1:00,2022/8/30 9:22,NAIST,NAIST,iMiev02,2,4.787499421486453,78
202208_206,2022/8/30 8:03,2022/8/30 9:07,NAIST,STATION,LEAF (STAFF ONLY),1,3.9286991410518977,38
202208_207,2022/8/30 9:45,2022/8/30 12:39,NAIST,STATION,iMiev02,2,19.132453189414115,123
202208_208,2022/8/30 11:24,2022/8/30 14:32,STATION,NAIST,LEAF (STAFF ONLY),1,2.6737002249137225,38
202208_209,2022/8/30 12:41,2022/8/30 14:19,STATION,STATION,iMiev02,2,20.601908918033434,108
202208_210,2022/8/30 14:20,2022/8/30 21:52,STATION,NAIST,iMiev02,3,17.743491112580426,123
202208_211,2022/8/30 21:04,2022/8/30 22:04,NAIST,NAIST,LEAF (STAFF ONLY),1,11.526039175734038,118
202208_212,2022/8/30 22:03,2022/8/31 1:33,NAIST,NAIST,iMiev02,4,-,78
202208_213,2022/8/31 1:42,2022/8/31 3:06,NAIST,NAIST,iMiev02,2,14.168879683046272,105
202208_214,2022/8/31 5:23,2022/8/31 7:20,NAIST,NAIST,iMiev02,1,9.907338405499088,116
202208_215,2022/8/31 8:02,2022/8/31 11:57,NAIST,STATION,iMiev02,1,3.523216449749534,131
202208_216,2022/8/31 8:32,2022/8/31 12:30,NAIST,NAIST,LEAF (STAFF ONLY),1,69.02351338456668,6
202208_217,2022/8/31 12:06,2022/8/31 18:03,STATION,NAIST,iMiev02,1,3.635860693338055,131
202208_218,2022/8/31 13:01,2022/8/31 16:24,NAIST,NAIST,LEAF (STAFF ONLY),1,37.001785744508915,137
202208_219,2022/8/31 18:22,2022/8/31 20:10,NAIST,NAIST,iMiev02,4,17.473915956278862,97
202208_220,2022/8/31 20:21,2022/8/31 21:20,NAIST,NAIST,iMiev02,1,7.240577568409515,109
202208_221,2022/8/31 21:57,2022/9/1 0:31,NAIST,NAIST,iMiev02,1,5.264983425339618,90
202209_0,2022/9/1 2:03,2022/9/1 10:30,NAIST,NAIST,iMiev02,1,-,78
202209_1,2022/9/1 3:12,2022/9/1 4:51,NAIST,NAIST,LEAF (STAFF ONLY),1,5.069953691822817,118
202209_2,2022/9/1 9:21,2022/9/1 10:08,NAIST,NAIST,BMW (STAFF ONLY),2,3.5581041818709007,8
202209_3,2022/9/1 10:40,2022/9/1 15:57,NAIST,NAIST,iMiev02,2,22.905420664938546,108
202209_4,2022/9/1 11:41,2022/9/1 13:41,NAIST,NAIST,BMW (STAFF ONLY),1,13.678250208577294,137
202209_5,2022/9/1 16:00,2022/9/2 1:34,NAIST,NAIST,iMiev02,2,11.801134006132065,123
202209_6,2022/9/2 1:43,2022/9/2 3:24,NAIST,NAIST,iMiev02,1,4.208177932221906,109
202209_7,2022/9/2 7:01,2022/9/2 12:38,NAIST,NAIST,iMiev02,2,19.98442829689362,67
202209_8,2022/9/2 11:22,2022/9/2 13:19,NAIST,NAIST,BMW (STAFF ONLY),1,10.004774887043176,137
202209_9,2022/9/2 12:45,2022/9/3 0:51,NAIST,NAIST,iMiev02,4,23.67715144756517,96
202209_10,2022/9/2 16:42,2022/9/2 17:28,NAIST,NAIST,BMW (STAFF ONLY),2,2.211741639223966,8
202209_11,2022/9/2 20:26,2022/9/2 21:26,NAIST,NAIST,BMW (STAFF ONLY),1,5.293511018701382,118
202209_12,2022/9/3 1:01,2022/9/3 2:36,NAIST,NAIST,iMiev02,4,23.379435227270726,127
202209_13,2022/9/3 3:01,2022/9/3 4:20,NAIST,NAIST,iMiev02,1,4.171454935292465,109
202209_14,2022/9/3 5:00,2022/9/3 5:50,NAIST,STATION,iMiev02,1,2.5746667187414745,73
202209_15,2022/9/3 6:21,2022/9/3 14:17,STATION,NAIST,iMiev02,3,26.188567534468838,108
202209_16,2022/9/3 11:48,2022/9/3 13:36,NAIST,STATION,BMW (STAFF ONLY),2,6.0839121143826205,6
202209_17,2022/9/3 13:41,2022/9/3 17:26,STATION,NAIST,BMW (STAFF ONLY),2,30.62769752821398,6
202209_18,2022/9/3 14:36,2022/9/3 18:15,NAIST,STATION,iMiev02,2,27.905215927731785,91
202209_19,2022/9/3 18:20,2022/9/3 21:25,STATION,NAIST,iMiev02,2,11.268247873575707,139
202209_20,2022/9/3 20:28,2022/9/3 23:38,NAIST,NAIST,BMW (STAFF ONLY),1,5.792749121798073,118
202209_21,2022/9/3 21:40,2022/9/4 0:55,NAIST,NAIST,iMiev02,1,13.735730117231919,90
202209_22,2022/9/4 1:06,2022/9/4 10:41,NAIST,NAIST,iMiev02,2,-,78
202209_23,2022/9/4 9:31,2022/9/4 11:26,NAIST,STATION,BMW (STAFF ONLY),1,3.6277522986587103,38
202209_24,2022/9/4 11:03,2022/9/4 13:22,NAIST,NAIST,iMiev02,2,12.663878520292394,108
202209_25,2022/9/4 13:41,2022/9/4 23:03,NAIST,NAIST,iMiev02,2,21.41105560684526,67
202209_26,2022/9/4 23:27,2022/9/5 8:38,NAIST,NAIST,iMiev02,1,-,78
202209_27,2022/9/5 8:40,2022/9/5 15:34,NAIST,NAIST,iMiev02,0,-,123
202209_28,2022/9/5 15:57,2022/9/5 22:02,NAIST,NAIST,iMiev02,2,19.844847389415918,91
202209_29,2022/9/5 22:25,2022/9/5 23:09,NAIST,NAIST,iMiev02,1,5.3500191238266686,91
202209_30,2022/9/5 22:42,2022/9/6 0:33,NAIST,NAIST,LEAF (STAFF ONLY),1,18.27895089028379,118
202209_31,2022/9/5 23:21,2022/9/6 4:17,NAIST,NAIST,iMiev02,2,5.655714837828883,105
202209_32,2022/9/6 4:21,2022/9/6 14:58,NAIST,STATION,iMiev02,3,2.921979438602542,105
202209_33,2022/9/6 10:08,2022/9/6 12:25,NAIST,NAIST,LEAF (STAFF ONLY),1,19.040768219675247,130
202209_34,2022/9/6 15:00,2022/9/7 2:15,STATION,NAIST,iMiev02,4,20.95136935981977,105
202209_35,2022/9/6 19:23,2022/9/6 20:00,NAIST,NAIST,LEAF (STAFF ONLY),1,5.013136339752708,118
202209_36,2022/9/7 2:21,2022/9/7 6:11,NAIST,NAIST,iMiev02,1,-,105
202209_37,2022/9/7 6:30,2022/9/7 19:25,NAIST,NAIST,iMiev02,4,19.385721407687118,105
202209_38,2022/9/7 18:42,2022/9/7 20:42,NAIST,NAIST,LEAF (STAFF ONLY),1,9.074046026538891,9
202209_39,2022/9/7 19:42,2022/9/8 1:18,NAIST,STATION,iMiev02,3,23.796476735177453,96
202209_40,2022/9/7 21:12,2022/9/7 21:31,NAIST,NAIST,LEAF (STAFF ONLY),1,4.991709823010552,118
202209_41,2022/9/8 1:39,2022/9/8 11:58,STATION,KEIHANA,iMiev02,3,11.75369469857911,123
202209_42,2022/9/8 15:59,2022/9/8 18:06,NAIST,NAIST,LEAF (STAFF ONLY),2,24.091524632072144,146
202209_43,2022/9/8 20:01,2022/9/8 21:37,NAIST,NAIST,LEAF (STAFF ONLY),1,7.114313284037311,118
202209_44,2022/9/9 11:21,2022/9/9 11:22,STATION,STATION,BMW (STAFF ONLY),0,-,1
202209_45,2022/9/9 11:56,2022/9/9 15:34,NAIST,NAIST,LEAF (STAFF ONLY),3,14.551002438826277,38
202209_46,2022/9/9 19:02,2022/9/9 20:03,NAIST,NAIST,LEAF (STAFF ONLY),1,11.183015110627808,118
202209_47,2022/9/10 10:02,2022/9/10 12:54,NAIST,NAIST,LEAF (STAFF ONLY),1,18.76237285128986,122
202209_48,2022/9/10 10:26,2022/9/10 10:44,STATION,NAIST,BMW (STAFF ONLY),1,4.250667314490279,145
202209_49,2022/9/10 17:40,2022/9/10 22:36,NAIST,NAIST,LEAF (STAFF ONLY),2,71.28987641868892,122
202209_50,2022/9/11 8:24,2022/9/11 12:07,NAIST,NAIST,LEAF (STAFF ONLY),2,35.96732591877977,122
202209_51,2022/9/12 9:11,2022/9/12 10:06,NAIST,NAIST,LEAF (STAFF ONLY),2,7.690332647140632,38
202209_52,2022/9/12 9:21,2022/9/12 13:33,NAIST,NAIST,BMW (STAFF ONLY),1,67.47826722,122
202209_53,2022/9/12 15:42,2022/9/12 15:42,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_54,2022/9/12 16:24,2022/9/12 16:51,NAIST,STATION,BMW (STAFF ONLY),1,4.510663757425124,141
202209_55,2022/9/12 19:41,2022/9/12 20:04,STATION,NAIST,BMW (STAFF ONLY),1,4.129746129559894,118
202209_56,2022/9/13 11:08,2022/9/13 11:09,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_57,2022/9/13 11:25,2022/9/13 11:25,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_58,2022/9/13 11:41,2022/9/13 15:00,NAIST,NAIST,LEAF (STAFF ONLY),1,36.82738551,137
202209_59,2022/9/13 11:52,2022/9/13 14:22,NAIST,NAIST,BMW (STAFF ONLY),2,15.987894841425838,38
202209_60,2022/9/14 18:04,2022/9/14 21:40,NAIST,NAIST,LEAF (STAFF ONLY),2,11.084849425405649,38
202209_61,2022/9/14 19:21,2022/9/14 20:50,NAIST,NAIST,BMW (STAFF ONLY),1,10.084159271720885,9
202209_62,2022/9/14 21:02,2022/9/14 21:53,NAIST,NAIST,BMW (STAFF ONLY),1,6.961522206499361,118
202209_63,2022/9/15 19:02,2022/9/16 6:58,NAIST,NAIST,BMW (STAFF ONLY),1,14.897682699996286,118
202209_64,2022/9/16 11:41,2022/9/16 14:32,NAIST,NAIST,LEAF (STAFF ONLY),1,12.302696523588239,137
202209_65,2022/9/16 11:44,2022/9/16 13:56,NAIST,NAIST,BMW (STAFF ONLY),3,10.031687413380874,38
202209_66,2022/9/16 16:22,2022/9/16 17:51,NAIST,NAIST,LEAF (STAFF ONLY),3,25.011784530399318,38
202209_67,2022/9/16 17:41,2022/9/16 18:30,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_68,2022/9/16 20:40,2022/9/16 22:27,NAIST,NAIST,BMW (STAFF ONLY),3,15.095114969957434,85
202209_69,2022/9/17 13:14,2022/9/17 16:13,NAIST,NAIST,BMW (STAFF ONLY),1,37.57852122093351,6
202209_70,2022/9/17 14:22,2022/9/17 15:19,NAIST,STATION,LEAF (STAFF ONLY),1,4.012170689672084,85
202209_71,2022/9/17 17:42,2022/9/17 18:54,NAIST,NAIST,BMW (STAFF ONLY),1,6.746868174081346,118
202209_72,2022/9/18 8:20,2022/9/18 11:03,NAIST,NAIST,BMW (STAFF ONLY),1,19.066484780918067,118
202209_73,2022/9/18 15:21,2022/9/18 16:51,NAIST,NAIST,BMW (STAFF ONLY),2,15.647904248149963,135
202209_74,2022/9/18 17:00,2022/9/18 17:01,NAIST,NAIST,BMW (STAFF ONLY),1,0.006943918,135
202209_75,2022/9/19 14:48,2022/9/19 16:35,NAIST,NAIST,BMW (STAFF ONLY),1,11.346608720472785,118
202209_76,2022/9/20 18:20,2022/9/20 22:47,NAIST,NAIST,BMW (STAFF ONLY),1,10.224430720482005,111
202209_77,2022/9/20 23:01,2022/9/21 0:31,NAIST,NAIST,BMW (STAFF ONLY),1,5.404646989667942,118
202209_78,2022/9/21 8:38,2022/9/21 11:14,NAIST,NAIST,BMW (STAFF ONLY),2,9.421742698926836,38
202209_79,2022/9/21 19:02,2022/9/21 19:31,NAIST,STATION,BMW (STAFF ONLY),1,3.279190041122039,137
202209_80,2022/9/21 22:21,2022/9/22 6:18,STATION,NAIST,BMW (STAFF ONLY),1,10.937287262913257,118
202209_81,2022/9/22 9:21,2022/9/22 9:42,NAIST,NAIST,BMW (STAFF ONLY),1,0.073379434,107
202209_82,2022/9/22 9:41,2022/9/22 9:53,STATION,STATION,LEAF (STAFF ONLY),1,-,137
202209_83,2022/9/22 11:49,2022/9/22 13:18,NAIST,NAIST,BMW (STAFF ONLY),2,14.784689709569662,135
202209_84,2022/9/22 13:05,2022/9/22 14:41,STATION,NAIST,LEAF (STAFF ONLY),1,13.12720390569766,3
202209_85,2022/9/23 9:28,2022/9/23 13:56,NAIST,NAIST,LEAF (STAFF ONLY),4,35.084503526541525,122
202209_86,2022/9/23 12:06,2022/9/23 15:59,NAIST,NAIST,BMW (STAFF ONLY),1,17.777559742200015,111
202209_87,2022/9/23 14:00,2022/9/23 15:41,NAIST,NAIST,LEAF (STAFF ONLY),1,7.557566487676318,118
202209_88,2022/9/23 20:22,2022/9/23 20:22,NAIST,NAIST,BMW (STAFF ONLY),0,-,122
202209_89,2022/9/23 20:41,2022/9/23 20:42,NAIST,NAIST,BMW (STAFF ONLY),1,-,122
202209_90,2022/9/24 14:43,2022/9/24 17:06,NAIST,NAIST,BMW (STAFF ONLY),1,5.303834615760126,118
202209_91,2022/9/24 16:40,2022/9/24 19:01,NAIST,NAIST,LEAF (STAFF ONLY),3,5.872656701008752,122
202209_92,2022/9/24 17:26,2022/9/25 8:29,NAIST,NAIST,BMW (STAFF ONLY),4,8.333728217,38
202209_93,2022/9/25 17:49,2022/9/26 10:52,NAIST,NAIST,BMW (STAFF ONLY),4,12.480214025921349,38
202209_94,2022/9/26 11:30,2022/9/26 13:59,NAIST,NAIST,BMW (STAFF ONLY),4,14.226601486143542,38
202209_95,2022/9/26 11:45,2022/9/26 13:00,NAIST,NAIST,LEAF (STAFF ONLY),2,11.208523525227879,135
202209_96,2022/9/26 14:42,2022/9/26 15:13,NAIST,NAIST,BMW (STAFF ONLY),1,3.121358506806359,107
202209_97,2022/9/26 15:45,2022/9/26 18:29,NAIST,NAIST,BMW (STAFF ONLY),1,17.204087646883274,2
202209_98,2022/9/27 10:35,2022/9/27 13:09,NAIST,NAIST,BMW (STAFF ONLY),1,12.382192820722503,135
202209_99,2022/9/27 11:21,2022/9/27 11:51,NAIST,NAIST,LEAF (STAFF ONLY),4,8.155982555919033,117
202209_100,2022/9/27 16:21,2022/9/27 16:22,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_101,2022/9/27 18:27,2022/9/27 21:24,NAIST,NAIST,BMW (STAFF ONLY),1,6.827210441578284,118
202209_102,2022/9/28 11:06,2022/9/28 11:06,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_103,2022/9/28 11:21,2022/9/28 11:21,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_104,2022/9/28 11:41,2022/9/28 12:01,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_105,2022/9/28 12:23,2022/9/28 14:22,NAIST,NAIST,BMW (STAFF ONLY),1,7.451877620888575,137
202209_106,2022/9/28 13:00,2022/9/28 14:28,NAIST,NAIST,LEAF (STAFF ONLY),1,12.412431249468227,107
202209_107,2022/9/28 15:00,2022/9/28 18:18,NAIST,NAIST,LEAF (STAFF ONLY),2,22.465468080274164,38
202209_108,2022/9/28 17:47,2022/9/28 18:39,NAIST,NAIST,BMW (STAFF ONLY),1,6.787811431651864,118
202209_109,2022/9/28 18:43,2022/9/28 20:30,NAIST,NAIST,BMW (STAFF ONLY),1,14.614415309317408,9
202209_110,2022/9/29 12:22,2022/9/29 12:45,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202209_111,2022/9/29 13:21,2022/9/29 15:46,NAIST,NAIST,BMW (STAFF ONLY),1,6.483577590493315,137
202209_112,2022/9/29 17:25,2022/9/29 19:17,NAIST,NAIST,BMW (STAFF ONLY),0,-,118
202209_113,2022/9/30 11:00,2022/9/30 16:01,NAIST,NAIST,BMW (STAFF ONLY),2,35.55663719397098,9
202209_114,2022/9/30 17:04,2022/9/30 18:29,NAIST,NAIST,BMW (STAFF ONLY),1,10.60851770862906,118
202210_0,2022/10/1 12:22,2022/10/1 14:27,NAIST,NAIST,BMW (STAFF ONLY),1,14.633807165242715,118
202210_1,2022/10/2 10:24,2022/10/2 11:53,NAIST,STATION,BMW (STAFF ONLY),2,3.5064807634936135,38
202210_2,2022/10/2 14:47,2022/10/2 15:42,STATION,NAIST,BMW (STAFF ONLY),1,3.480966624571684,118
202210_3,2022/10/3 12:00,2022/10/3 14:08,NAIST,NAIST,LEAF (STAFF ONLY),1,11.038607220738353,137
202210_4,2022/10/3 12:27,2022/10/3 15:05,NAIST,NAIST,BMW (STAFF ONLY),1,28.464050581099638,107
202210_5,2022/10/3 15:25,2022/10/3 16:47,NAIST,NAIST,BMW (STAFF ONLY),1,17.190628489548327,2
202210_6,2022/10/3 17:40,2022/10/3 17:42,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202210_7,2022/10/3 18:43,2022/10/3 19:44,NAIST,NAIST,BMW (STAFF ONLY),1,11.436285410299245,118
202210_8,2022/10/4 10:30,2022/10/4 12:47,NAIST,NAIST,BMW (STAFF ONLY),1,12.71961072947345,135
202210_9,2022/10/4 16:43,2022/10/4 17:42,NAIST,NAIST,BMW (STAFF ONLY),5,11.062035188666918,145
202210_10,2022/10/4 20:07,2022/10/4 20:48,NAIST,NAIST,BMW (STAFF ONLY),1,5.043439924911772,118
202210_11,2022/10/5 8:33,2022/10/5 9:33,NAIST,NAIST,BMW (STAFF ONLY),1,-,38
202210_12,2022/10/5 15:22,2022/10/5 16:36,NAIST,NAIST,BMW (STAFF ONLY),3,8.856643596652157,145
202210_13,2022/10/5 18:41,2022/10/5 19:59,NAIST,NAIST,LEAF (STAFF ONLY),1,9.736914379586661,118
202210_14,2022/10/5 18:42,2022/10/5 19:56,NAIST,NAIST,BMW (STAFF ONLY),1,8.410142791,9
202210_15,2022/10/20 10:42,2022/10/20 10:46,NAIST,NAIST,LEAF (STAFF ONLY),0,-,1
202210_16,2022/10/20 12:01,2022/10/20 13:19,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_17,2022/10/20 13:57,2022/10/20 13:58,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_18,2022/10/20 14:29,2022/10/20 14:30,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_19,2022/10/20 14:42,2022/10/20 14:51,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_20,2022/10/21 12:24,2022/10/21 14:20,NAIST,NAIST,LEAF (STAFF ONLY),2,5.1713551743180295,135
202210_21,2022/10/25 10:20,2022/10/25 10:21,NAIST,NAIST,LEAF (STAFF ONLY),0,-,117
202210_22,2022/10/25 10:42,2022/10/25 10:44,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_23,2022/10/25 11:02,2022/10/25 11:03,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_24,2022/10/25 11:21,2022/10/25 11:22,NAIST,NAIST,LEAF (STAFF ONLY),0,-,117
202210_25,2022/10/25 14:27,2022/10/25 14:28,NAIST,NAIST,LEAF (STAFF ONLY),1,-,106
202210_26,2022/10/25 14:48,2022/10/25 14:50,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_27,2022/10/25 15:00,2022/10/25 15:01,NAIST,NAIST,LEAF (STAFF ONLY),1,-,106
202210_28,2022/10/25 15:22,2022/10/25 15:24,NAIST,NAIST,LEAF (STAFF ONLY),0,-,1
202210_29,2022/10/25 17:02,2022/10/25 19:46,NAIST,NAIST,LEAF (STAFF ONLY),0,-,1
202210_30,2022/10/26 16:45,2022/10/26 16:46,NAIST,NAIST,iMiev02,0,-,1
202210_31,2022/10/27 10:21,2022/10/27 10:23,NAIST,NAIST,LEAF (STAFF ONLY),1,-,106
202210_32,2022/10/27 10:41,2022/10/27 10:43,NAIST,NAIST,LEAF (STAFF ONLY),1,-,106
202210_33,2022/10/27 11:02,2022/10/27 11:05,NAIST,NAIST,LEAF (STAFF ONLY),1,-,114
202210_34,2022/10/27 11:27,2022/10/27 12:58,NAIST,NAIST,LEAF (STAFF ONLY),1,15.343752881148033,38
202210_35,2022/10/28 11:40,2022/10/28 11:41,NAIST,NAIST,BMW (STAFF ONLY),1,-,137
202210_36,2022/10/28 11:46,2022/10/28 13:48,NAIST,NAIST,LEAF (STAFF ONLY),3,10.753371193452997,38
